,datetime,year,month,day,number_of_pushes,number_of_forks,number_of_pulls,number_of_Bookmarks,issue_comment_count,issue_author_count,commit_comment_count,commit_author_count,number_of_issues,commit_count,unique_committer_count,Total_count,Status
180,2018-12-09,2018,12,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
181,2018-12-16,2018,12,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2018-12-23,2018,12,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,2018-12-30,2018,12,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,2019-01-06,2019,1,6,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0
185,2019-01-13,2019,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2019-01-20,2019,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,2019-01-27,2019,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
188,2019-02-03,2019,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2019-02-10,2019,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,2019-02-17,2019,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,2019-02-24,2019,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,2019-03-03,2019,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,2019-03-10,2019,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,2019-03-17,2019,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,2019-03-24,2019,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,2019-03-31,2019,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
197,2019-04-07,2019,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,2019-04-14,2019,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,2019-04-21,2019,4,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200,2019-04-28,2019,4,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2019-05-05,2019,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,2019-05-12,2019,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,2019-05-19,2019,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,2019-05-26,2019,5,26,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0
205,2019-06-02,2019,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2019-06-09,2019,6,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
207,2019-06-16,2019,6,16,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
208,2019-06-23,2019,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2019-06-30,2019,6,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
210,2019-07-07,2019,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2019-07-14,2019,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,2019-07-21,2019,7,21,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
213,2019-07-28,2019,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2019-08-04,2019,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,2019-08-11,2019,8,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
216,2019-08-18,2019,8,18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0
217,2019-08-25,2019,8,25,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0
218,2019-09-01,2019,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
219,2019-09-08,2019,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2019-09-15,2019,9,15,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
221,2019-09-22,2019,9,22,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0
222,2019-09-29,2019,9,29,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0
223,2019-10-06,2019,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2019-10-13,2019,10,13,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
225,2019-10-20,2019,10,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
226,2019-10-27,2019,10,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2019-11-03,2019,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,2019-11-10,2019,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,2019-11-17,2019,11,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,2019-11-24,2019,11,24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0
231,2019-12-01,2019,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2019-12-08,2019,12,8,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0
233,2019-12-15,2019,12,15,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0
234,2019-12-22,2019,12,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,2019-12-29,2019,12,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2020-01-05,2020,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,2020-01-12,2020,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,2020-01-19,2020,1,19,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
239,2020-01-26,2020,1,26,,,,,,,,,,0.0,0.0,0.0,0.0
240,2020-02-02,2020,2,2,,,,,,,,,,1.0,1.0,2.0,1.0
241,2020-02-09,2020,2,9,,,,,,,,,,3.0,3.0,6.0,1.0
242,2020-02-16,2020,2,16,,,,,,,,,,4.0,2.0,6.0,1.0
243,2020-02-23,2020,2,23,,,,,,,,,,1.0,1.0,2.0,0.0
244,2020-03-01,2020,3,1,,,,,,,,,,0.0,0.0,0.0,0.0
245,2020-03-08,2020,3,8,,,,,,,,,,1.0,1.0,2.0,1.0
246,2020-03-15,2020,3,15,,,,,,,,,,1.0,1.0,2.0,1.0
247,2020-03-22,2020,3,22,,,,,,,,,,0.0,0.0,0.0,0.0
248,2020-03-29,2020,3,29,,,,,,,,,,1.0,1.0,2.0,1.0
249,2020-04-05,2020,4,5,,,,,,,,,,2.0,2.0,4.0,1.0
250,2020-04-12,2020,4,12,,,,,,,,,,0.0,0.0,0.0,0.0
251,2020-04-19,2020,4,19,,,,,,,,,,0.0,0.0,0.0,1.0
252,2020-04-26,2020,4,26,,,,,,,,,,2.0,2.0,4.0,1.0
253,2015-01-04,2015,1,4,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,6.0,
254,2015-01-11,2015,1,11,9.0,1.0,17.0,5.0,16.0,9.0,0.0,0.0,0.0,,,57.0,
255,2015-01-18,2015,1,18,8.0,4.0,15.0,6.0,8.0,5.0,0.0,0.0,0.0,,,46.0,
256,2015-01-25,2015,1,25,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,,,11.0,
257,2015-02-01,2015,2,1,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,9.0,
258,2015-02-08,2015,2,8,7.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,,,21.0,1.0
259,2015-02-15,2015,2,15,7.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,,,24.0,1.0
260,2015-02-22,2015,2,22,6.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,,,19.0,0.0
261,2015-03-01,2015,3,1,4.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,,,18.0,1.0
262,2015-03-08,2015,3,8,11.0,1.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,,,28.0,1.0
263,2015-03-15,2015,3,15,19.0,1.0,13.0,4.0,9.0,7.0,0.0,0.0,0.0,,,53.0,1.0
264,2015-03-22,2015,3,22,2.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,,,17.0,0.0
265,2015-03-29,2015,3,29,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0
266,2015-04-05,2015,4,5,0.0,5.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,,,14.0,1.0
267,2015-04-12,2015,4,12,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0
268,2015-04-19,2015,4,19,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0
269,2015-04-26,2015,4,26,7.0,1.0,8.0,7.0,4.0,2.0,0.0,0.0,0.0,,,29.0,1.0
270,2015-05-03,2015,5,3,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,9.0,0.0
271,2015-05-10,2015,5,10,6.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,,,19.0,1.0
272,2015-05-17,2015,5,17,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,,,13.0,0.0
273,2015-05-24,2015,5,24,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,4.0,0.0
274,2015-05-31,2015,5,31,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,,,12.0,1.0
275,2015-06-07,2015,6,7,4.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,,,17.0,1.0
276,2015-06-14,2015,6,14,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,12.0,0.0
277,2015-06-21,2015,6,21,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0
278,2015-06-28,2015,6,28,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,,8.0,1.0
279,2015-07-05,2015,7,5,8.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,,,25.0,1.0
280,2015-07-12,2015,7,12,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0
281,2015-07-19,2015,7,19,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0
282,2015-07-26,2015,7,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0
283,2015-08-02,2015,8,2,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,5.0,1.0
284,2015-08-09,2015,8,9,0.0,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,,,16.0,1.0
285,2015-08-16,2015,8,16,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0
286,2015-08-23,2015,8,23,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,,,9.0,1.0
287,2015-08-30,2015,8,30,4.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,,13.0,1.0
288,2015-09-06,2015,9,6,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,,,11.0,0.0
289,2015-09-13,2015,9,13,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0
290,2015-09-20,2015,9,20,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,7.0,1.0
291,2015-09-27,2015,9,27,0.0,4.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,,,16.0,1.0
292,2015-10-04,2015,10,4,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,9.0,0.0
293,2015-10-11,2015,10,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0
294,2015-10-18,2015,10,18,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,9.0,1.0
295,2015-10-25,2015,10,25,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0
296,2015-11-01,2015,11,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0
297,2015-11-08,2015,11,8,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,5.0,1.0
298,2015-11-15,2015,11,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0
299,2015-11-22,2015,11,22,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,5.0,1.0
300,2015-11-29,2015,11,29,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,6.0,1.0
301,2015-12-06,2015,12,6,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0
302,2015-12-13,2015,12,13,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0
303,2015-12-20,2015,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
304,2015-12-27,2015,12,27,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0
305,2016-01-03,2016,1,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0
306,2016-01-10,2016,1,10,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,19.0,1.0
307,2016-01-17,2016,1,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
308,2016-01-24,2016,1,24,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
309,2016-01-31,2016,1,31,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
310,2016-02-07,2016,2,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,1.0
311,2016-02-14,2016,2,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,18.0,1.0
312,2016-02-21,2016,2,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,18.0,1.0
313,2016-02-28,2016,2,28,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0
314,2016-03-06,2016,3,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,34.0,1.0
315,2016-03-13,2016,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,0.0
316,2016-03-20,2016,3,20,15.0,0.0,20.0,1.0,15.0,4.0,0.0,0.0,0.0,8.0,1.0,64.0,1.0
317,2016-03-27,2016,3,27,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0
318,2016-04-03,2016,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,21.0,1.0
319,2016-04-10,2016,4,10,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,26.0,1.0
320,2016-04-17,2016,4,17,6.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,23.0,0.0
321,2016-04-24,2016,4,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,15.0,0.0
322,2016-05-01,2016,5,1,5.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,28.0,2.0,47.0,1.0
323,2016-05-08,2016,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,0.0
324,2016-05-15,2016,5,15,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0
325,2016-05-22,2016,5,22,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0
326,2016-05-29,2016,5,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
327,2016-06-05,2016,6,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,16.0,1.0
328,2016-06-12,2016,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
329,2016-06-19,2016,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
330,2016-06-26,2016,6,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,1.0
331,2016-07-03,2016,7,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11.0,1.0
332,2016-07-10,2016,7,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0
333,2016-07-17,2016,7,17,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,49.0,1.0
334,2016-07-24,2016,7,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0
335,2016-07-31,2016,7,31,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,14.0,1.0
336,2016-08-07,2016,8,7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,25.0,1.0
337,2016-08-14,2016,8,14,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0
338,2016-08-21,2016,8,21,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
339,2016-08-28,2016,8,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2016-09-04,2016,9,4,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,27.0,1.0
341,2016-09-11,2016,9,11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,30.0,1.0
342,2016-09-18,2016,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,39.0,1.0
343,2016-09-25,2016,9,25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,55.0,1.0
344,2016-10-02,2016,10,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,11.0,0.0
345,2016-10-09,2016,10,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346,2016-10-16,2016,10,16,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0
347,2016-10-23,2016,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,14.0,1.0
348,2016-10-30,2016,10,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,11.0,0.0
349,2016-11-06,2016,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2016-11-13,2016,11,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
351,2016-11-20,2016,11,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0
352,2016-11-27,2016,11,27,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,16.0,1.0
353,2016-12-04,2016,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,25.0,1.0
354,2016-12-11,2016,12,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,14.0,0.0
355,2016-12-18,2016,12,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,32.0,1.0
356,2016-12-25,2016,12,25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,12.0,0.0
357,2017-01-01,2017,1,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
358,2017-01-08,2017,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
359,2017-01-15,2017,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,20.0,1.0
360,2017-01-22,2017,1,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,0.0
361,2017-01-29,2017,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0
362,2017-02-05,2017,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,22.0,1.0
363,2017-02-12,2017,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,24.0,1.0
364,2017-02-19,2017,2,19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0
365,2017-02-26,2017,2,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
366,2017-03-05,2017,3,5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,10.0,1.0
367,2017-03-12,2017,3,12,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,38.0,1.0
